ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
BGD,Barishal,7451756,Number of men,208,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360001,1360010,Region,Barishal,0,,0,1,HAMSXPMNM1,BDDHS2004360001,2004,DHS,,417,,,1
BGD,Chattogram/Sylhet,1395169,Number of men,993,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,HAMSXPMNM1,BDDHS2004360002,2004,DHS,,1082,,,
BGD,Chattogram,5269880,Number of men,701,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360003,1360030,Region,..Chattogram,0,,0,1,HAMSXPMNM1,BDDHS2004360003,2004,DHS,,678,,,1
BGD,Sylhet,1388171,Number of men,292,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360004,1360040,Region,..Sylhet,0,,0,1,HAMSXPMNM1,BDDHS2004360004,2004,DHS,,404,,,1
BGD,Dhaka before 2015,4605729,Number of men,1258,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360005,1360050,Region,Dhaka before 2015,0,,0,1,HAMSXPMNM1,BDDHS2004360005,2004,DHS,,950,,,1
BGD,Khulna,6538550,Number of men,552,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360006,1360060,Region,Khulna,0,,0,1,HAMSXPMNM1,BDDHS2004360006,2004,DHS,,676,,,1
BGD,Rajshahi/Rangpur,6820475,Number of men,1043,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_NM1,135434110,D,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,HAMSXPMNM1,BDDHS2004360007,2004,DHS,,944,,,1
BGD,Barishal,648191,Number of men (unweighted),417,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360001,1360010,Region,Barishal,0,,0,1,HAMSXPMUN1,BDDHS2004360001,2004,DHS,208,,,,1
BGD,Chattogram/Sylhet,1395139,Number of men (unweighted),1082,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,HAMSXPMUN1,BDDHS2004360002,2004,DHS,993,,,,
BGD,Chattogram,5713061,Number of men (unweighted),678,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360003,1360030,Region,..Chattogram,0,,0,1,HAMSXPMUN1,BDDHS2004360003,2004,DHS,701,,,,1
BGD,Sylhet,2670604,Number of men (unweighted),404,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360004,1360040,Region,..Sylhet,0,,0,1,HAMSXPMUN1,BDDHS2004360004,2004,DHS,292,,,,1
BGD,Dhaka before 2015,88145,Number of men (unweighted),950,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360005,1360050,Region,Dhaka before 2015,0,,0,1,HAMSXPMUN1,BDDHS2004360005,2004,DHS,1258,,,,1
BGD,Khulna,2588084,Number of men (unweighted),676,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360006,1360060,Region,Khulna,0,,0,1,HAMSXPMUN1,BDDHS2004360006,2004,DHS,552,,,,1
BGD,Rajshahi/Rangpur,2827503,Number of men (unweighted),944,0,BD,Bangladesh,2004,BD2004DHS,HA_MSXP_M_UN1,135434120,U,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,HAMSXPMUN1,BDDHS2004360007,2004,DHS,1043,,,,1
BGD,Barishal,3413666,Paid for sexual intercourse in the past 12 months,0.3,1,BD,Bangladesh,2004,BD2004DHS,HA_PYSX_M_PD1,135534020,I,360001,1360010,Region,Barishal,0,,0,1,HAPYSXMPD1,BDDHS2004360001,2004,DHS,208,417,,,1
BGD,Chattogram/Sylhet,4091788,Paid for sexual intercourse in the past 12 months,1.3,1,BD,Bangladesh,2004,BD2004DHS,HA_PYSX_M_PD1,135534020,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,HAPYSXMPD1,BDDHS2004360002,2004,DHS,993,1082,,,
BGD,Chattogram,6762066,Paid for sexual intercourse in the past 12 months,1.2,1,BD,Bangladesh,2004,BD2004DHS,HA_PYSX_M_PD1,135534020,I,360003,1360030,Region,..Chattogram,0,,0,1,HAPYSXMPD1,BDDHS2004360003,2004,DHS,701,678,,,1
