ISIC Division,source_file,0,1,Action Areas,Responsibility,Illustrative outcomes of projects and related possible gender equality outcomesa,Examples of questions to consider in analyses to formulate project strategies and gender-related  design features,"Examples of possible gender-related design features, measures, and activities that might be relevant  (or adaptable)",Bangladesh-specific research  and analyses on gender and  urban development,"• 	F.S.	Begum.	2014.	Gender Equality and Women’s Empowerment: Suggested Strategies for the 7th Five Year Plan. Dhaka: General Economics Division, Planning Commission. • 	S.A.	Shafi.	2010.	Women’s	Safety	in	Relation	to	Issues	of	Urbanization,	Land	 Tenure, Social and Physical Infrastructure Development: Case of Dhaka City. Third International Conference on Women’s Safety: Building Inclusive Cities.  New Delhi. 22–24 November.",University,Total Students,Male Students,Female Students,% of Female Students,Policy,Year,Main Features,Whether Gender is Addressed  and How,Year Approved,GEN,EGM,SGE,NGE,Total,Sector Components,"Activities, Indicators,  and Targets",Cumulative Progress,"Goals, Targets, and Indicators",Base Year 1990–1991,Status  in 2000,Current Status  (Source),Target  by 2015,Illustrative outcomes of projects  and related possible gender  equality outcomes,"Examples of possible gender- related design features, measures, and activities that might be relevant  (or adaptable)",Bangladesh-specific research and analyses on gender and transportation,"• 	Government	of	Bangladesh,	Planning	Commission.	2015.	(Final	Draft)	Gender Equality and Women’s Empowerment: Suggested Strategies for the Bangladesh Seventh Five Year Plan (2016–2020). Dhaka. • 	Government	of	Bangladesh,	Ministry	of	Local	Government,	Rural	Development	and	 Cooperatives. 2011. National Urban Sector Policy (Draft). Dhaka. • 	S.A.	Shafi.	2004.	Spatial	Growth	of	Dhaka,	Metropolis:	Transportation	Needs	and	the	 Rickshawas an important Mode of Transport. Bimonthly Magazine on Public Services, Development & Administration. Good Governance India. 1(4). Sep–Oct. • 	S.A.	Shafi.	2000.	Urban Crime and Violence in Dhaka. Dhaka: The University Press Limited. • 	M.K.	Shefali.	2000.	Study on Gender Dimension in Dhaka Urban Transport Project. • 	S.C.	Zohir.	2003.	Integrating Gender into World Bank Financed Transport Programs: Case Study—Bangladesh Dhaka Urban Transport Project. Washington, DC: World Bank. http://documents.worldbank.org/curated/en/451771468206959040/Integrating- gender-into-World-Bank-financed-transport-programs-case-study-Bangladesh-Dhaka- Urban-Transport-Project",Fuel Type,2011,2004,Types of Institution,Management,No. of Institution,Unnamed: 3,No. of Teacher,Unnamed: 5,No. of Student,Unnamed: 7,Item,2005,2010,2013,Unnamed: 2,Power Cell ASPCL NWZPGC,SREDA EA & CEI EGCB RPCL CPGCBL PGCB,Unnamed: 9,Unnamed: 10,Unnamed: 12,Sl. No.,Main Policy or Documents in the Energy Sector,Directly Addresses Women’s Energy Needs,Year Approved and Completed,Examples of possible gender- focused outcomes for  energy sector,Examples of questions to consider to formulate project strategies and gender-related design features,Strategies and gender-related activities,Bangladesh-specific research and analyses on gender and energy,"• 	Asian	Development	Bank	(ADB).	2013.	Bangladesh: Increasing Access to Energy. Manila. http://www.adb.org/publications/bangladesh-increasing-access-energy • 	A.	Berthaud	et	al.	2004.	Integrating Gender in Energy Provision Case Study of Bangladesh. Washington, DC: World Bank. https://openknowledge.worldbank.org/ handle/10986/18856 • 	N.	Fatema.	2005.	The	Impact	of	Structural	Gender	Differences	and	its	Consequences	 on Access to Energy in Rural Bangladesh. Paper for Asia Sustainable and Alternative Energy (ASTAE) Energy Wing of the World Bank Group. • 	S.	Sheheli.	2012.	Improving Livelihood of Rural Women Through Income Generating Activities in Bangladesh. PhD diss., Humboldt University of Berlin.",Guides and case studies on gender and energy,"• 	H.	Khan.	2001.	Battery-Operated	Lamps	Produced	by	Rural	Women.	In	S.	Misana	 and G. Karlsson, eds. Generating Opportunities: Case Studies on Energy and Women. New York: UNDP. www.undp.org/content/dam/undp/library/gender/Gender%20 and%20Environment/Generating%20Opportunities-%20Case%20Studies%20on%20 Energy%20and%20Women.pdf",Unnamed: 0,Male,Female,Male.1,Female.1,Male.2,Female.2,Gross Enrollment,Completion,Unnamed: 4,Dropout Rate,Unnamed: 6,Indicators,Both,Boys,Girls,Number of Teachers,Enrollment,Type of Institution,Number,Teacher,Type of Universities,Teachers,Students,Unnamed: 8,Type of Medical College,2002–2003,2005–2006,Illustrative outcomes of projects and related possible gender equality outcomes,"Examples of possible gender-related design features, measures, and activities that might be relevant (or adaptable)",Other research and analyses articles,"• 	C.	Chappell.	2003.	Researching	Vocational	Education	and	Training:	Where	to	Go	from	 Here? Journal of Vocational Education and Training. 55 (1). pp. 21–32. • 	Y.	Cho	et	al.	2013.	Gender Differences in the Effects of Vocational Training: Constraints on Women and Drop-out Behavior. Policy Research Working Paper. No. WPS 6545. Washington, DC: World Bank. • 	F.	Chowdhury.	2007.	Customized Form of Finance for SMEs, Seminar Proceedings.  Dhaka: FBCCI. • 	A.	Mikkola.	2005.	Role of Gender Equality in Development—A Literature Review. Discussion Paper. No. 84. Helsinki Center of Economic Research. • 	United	Nations	Educational,	Scientific	and	Cultural	Organization	(UNESCO).	2010.	 Gender Issues in Higher Education. Bangkok: UNESCO Asia and Pacific Regional Bureau for Education.",Sector,Status of Employment,Indicator,Urban,Rural,Slum,Slum worse than rural  (%),Estimate,99,98,99.1,99.2,99.3,99.4,99.5,99.6,99.7,99.8,99.9,99.10,Oﬃcial,73,NA.4,NA.5,NA.6,48,48.1,48.2,NA.7,93,88,91,94,97,97.1,97.2,97.3,97.4,97.5,97.6,97.7,86,89,89.1,90,90.1,92,92.1,92.2,93.1,93.2,NA,41,82,93.3,93.4,93.5,22,NA.1,70,70.1,80,83,83.1,89.2,NA.2,17,2,3,4,5,6,7,8,9,10,11,12,96,96.1,98.1,98.2,98.3,98.4,98.5,98.6,98.7,100,100.1,100.2,90.2,90.3,87,95,95.1,51,33,55,75,96.2,Exports,Exports.1,2022-23,2023-24,SL No.,"Name, Designation and Contract",Office/Organization,Economy-wide wage,Initial,Change from base (%),2016- 17,2017-18,2018-19,2019-20,2020-21,2021-22,Country,Gender-related initiatives,Step 1: Analytical Framework and Income Measure,"• Time period (e.g., fiscal year, multi-year period) • Unit of analysis: - Household or individual level (e.g., per capita, per household) - Family size and structure (e.g., number of children/dependents) • Income measure: - Private income: wages, earnings, profits, rents, dividends, etc. - Government spending: transfers (e.g., cash transfers, subsidies), public wages, government purchases of goods and services, interest payments on public debt - Taxes paid: income tax, VAT, excise duties, social security contributions • Counterfactual assumption (e.g., benefits of government spending are allocated in a distributionally neutral manner, rather than a counterfactual that assumes no government expenditure.",Gender Budget (in crore),19841. 8,17273. 5,14943,14627,13881,12061,10393,10938,Total Factor Supply,Unnamed: 1,Change From Base (%),Finished secondary,1.00,-1.02,2.18,5.93,7.53,11.57,17.05,20.29,Description,2023- 24,2022- 23,2021- 22,2020- 21,2019- 20,2018- 19,2017- 18
"1
General Index
100.00
201.39
213.41
224.41
191.67
224.94
10
Mfg. of Food Products 
4.003
156.84
170.40
164.70
149.61
182.53
11
Mfg. of Beverages 
1.230
206.31
236.33
216.21
388.96
244.50
12
Mfg. of Tobacco Products 
3.723
250.19
231.30
221.85
257.69
215.74
13
Mfg. of Textile
11.59
196.86
198.50
206.92
209.12
204.74
14
61.00
188.19
203.80
217.92
154.73
207.44
Mfg.
of
Wearing
Apparel
(Ready made Garment) 
15
0.809
175.61
175.83
198.20
140.40
232.74
Mfg.
of Leather
and Related
Products 
Mfg.
of wood
and
products
of
16
0.034
128.07
132.75
143.31
150.41
150.79
wood and cork, except furniture.
17
0.443
146.96
157.55
145.70
167.00
158.81
Mfg.
of
Paper
and
Paper
Products 
Printing
and Reproduction
of
18
0.095
153.91
173.20
175.67
191.25
187.23
Recorded Media 
19
0.117
349.91
385.59
137.92
157.71
134.07
Mfg.
of
coke
and
refined
petroleum products 
20
1.290
123.42
154.09
178.71
168.97
177.97
Manufacture of chemicals and
chemical products 
21
Mfg.
of
Pharmaceutical
3.049
315.33
316.84
355.00
376.20
340.58
products
and
pharmaceutical
preparations 
22
0.448
168.21
150.03
118.82
156.07
119.34
Manufacture
of
Rubber
and
Plastics products 
23
4.253
357.59
368.35
368.57
366.27
376.58
Manufacture
of
other
non-
metallic mineral products 
24
Manufacture of Basic metals 
0.721
403.68
455.98
612.94
608.38
609.11
Mfg.
of
fabricated
metal
25
0.648
130.03
134.60
128.36
125.29
136.16
products,
except machinery
and
equipment 
Mfg. of Computer, Electronic
26
0.543
143.18
153.55
153.50
151.29
162.46
and Optical products 
27
1.184
164.64
165.69
136.15
125.76
164.65
Mfg of Electrical equipment
28
0.014
146.11
177.39
167.20
199.01
173.32
Mfg.
of
Machinery
and
Equipment
Mfg. of motor vehicles, trailers
29
0.011
188.83
210.75
229.24
207.42
265.20
and semi-trailers 
Mfg.
of
Other
transport
30
4.164
200.85
216.88
222.83
285.58
358.58
equipment
31
Manufacture of Furniture
0.510
149.68
153.66
162.21
163.99
168.34
32
Other Manufacturing
0.117
131.93
136.37
134.83
142.37
138.31",023fa68d-5117-474e-b9bd-8585e3737244 (1)_table_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3ab00376bfa049a9a1674fb786126915_table_1.csv,,"(1,910,434)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3ab00376bfa049a9a1674fb786126915_table_1.csv,"Mymensingh (630,599),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3ab00376bfa049a9a1674fb786126915_table_2.csv,"7,818,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3ab00376bfa049a9a1674fb786126915_table_2.csv,,"7,818,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3ab00376bfa049a9a1674fb786126915_table_2.csv,"4,514,091","482,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3ab00376bfa049a9a1674fb786126915_table_2.csv,"2,821,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bangladesh-gender-equality-diagnostic_table_10.csv,,,Monitoring and Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bangladesh-gender-equality-diagnostic_table_10.csv,,,"I. 
Strengthen the monitoring and reporting of project and 
institutional GAPs and integrate into the institutional 
management information system.
•	 Ensure the collection, analysis, and use of sex-disaggregated 
information at all levels;
•	 Embed monitoring responsibilities in the project 
management units (not inly in consultant contracts) and 
assign specific responsibilities to senior management 
and monitoring and evaluation units for demanding, 
disseminating, and using sex-disaggregated data.","Government agencies, local government institutes 
and projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bangladesh-gender-equality-diagnostic_table_10.csv,,,Employment Targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
